author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity
Адам Гајтани,ΡΕΚA,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Зборови за комуникација
Негативна емоција
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови кои изразуваат болест
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Зборови кои изразуваат количина
Интерпункциски симболи
Броеви",Седум стапки во земјата,"Седум стапки во земјата

Еден по еден, моите чекори се вкоренуваат 
во оваа студена, сиромашна земја.
Сум тука, сум едно со неа, 
мојата душа се претопува во нејзината тишина.

Без мојата, само една - седум стапки длабоко,
мојата сенка се криеше, но легнувањето беше болно.
Оставам трага, тешка и непромислива, 
смртта ме гледа во очи, како да сум нејзин син.

Колку сум близу до нежноста на светлината, 
колку далеку од неа сепак? Неповратно закопан,
спокојот ми донесуваш, ветердувна тивко,
но сега, дишам само влажен, земјен воздух.

Во оваа темнина, никогаш не ќе бидам сам,
но секогаш ќе бидам заборавен, неоплакан, без име.
Земјата ме примаше, ми шепоти молитви,
и ете, еден ден, тука ќе ме затрупа - тишината да владее.",1006,377,1383,4523,37.00570297241211
Адам Гајтани,ТРОТОАРОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Антисоцијално однесување
Бидување љубезен
Прикажување меѓучовечки конфликт
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи",Еден сон,"Еден сон

Една жена, седум сенки,
мојата тага почива во земјата.
Беше тука, сега ја нема,
без неа, сам сум останат.

Тажната мелодија на комуникацијата,
разговорите не можат да ја вратат.
Денес сум колеблив, несигурен,
погледот повеќе не го среќавам.

Темнината ме опкружува,
само очите вперени во мракот.
Мојот поглед фокусиран на минатото,
зборовите застанати во гркланот.

Смртта ја земала, сега ме гледа,
мојата душа тажи, не може да побегне.
Еден машки поглед, една жена, седум сенки,
тука некаде, само нејзината сенка се движи.",1051,276,1327,3544,28.054401397705078
Адам Гајтани,ОТКРИТИЕ HA ЕДНА MAЃECHA УБАВИЦА BO ПИРАМИДА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Зборови за комуникација
Индикатори за моќ
Увид
Зборови поврзани со меморија
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со смрт
Сексуална содржина
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат жени
Интерпункциски симболи
Оксфордска запирка",Без време,"Без време

Eден стих тече без крај,
Една реченица, вечно исткаена,
Што пее за мојата сенка,
И за твојата фигура што се губи.

Слушам гласови што не молчат,
Обиди за комуникација од другата страна,
Низ сеќавањата на зборови што беа,
И тоа што сè уште ќе бидат.

Ја гледам смртта како седум дами,
Што се движат низ мојата земја,
Тие ја допираат мојата коса, и ме нудат да ја испијам,
Таинствената чаша на уморот.

Без да сфаќам, времето забрзува,
Оставајќи ми само еден миг во кој сум тука,
Сум, седум, и сама,
Без да знам дали утре ќе ме има.",974,289,1263,4186,26.283306121826172
Адам Гајтани,ВЕСНА И ЈАС,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Позитивна емоција
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со внимание
Зборови поврзани со привлечност
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Сексуална содржина
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат жени
Интерпункциски симболи",Седум Црни Ѕвезди,"Седум Црни Ѕвезди

Мојата жена ја видов како одеше во црно,
Седум црни ѕвезди на небото ја следеа.
Зборувавме за смртта, за крајот, за ништото,
Таа ми шепна: ""Еден ден, и ти ќе бидеш тука.""

Без тебе, без неа, без никого, тука сум сама,
Викајќи во тишината, без одговор да чујам.
Како капка роса што се губи во земјата,
Така и моето срце се гаси, оставајќи ме сама.

Седум црни ѕвезди ме следат во текот на ноќта,
Во темнината ги гледам, но немам сила да ги допрам.
Туѓа земја, туѓи луѓе, без мојата кревка душа,
Без тебе, без неа, без никого, сега сум тука.",1075,312,1387,4074,21.402042388916016
Адам Гајтани,ДОЖД ВРНЕШЕ ΚΑΚΟ BO ПЕСНИТЕ HA ЖАК ПΡΕΒΕΡ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Странски зборови
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Една песна за тага,"Една песна за тага

Една, само една,
Седум години беа.
Смртта ме уби, рани,
Ја изгуби мојата земја.

Ме остави тука, сама,
Без пријатели и без сон.
Тагата ме гони, ме тера,
Да живеам во црн мрак, без ден.

Времето оди, а јас стојам,
Во минатото заробена.
Зборовите се праски травни,
А гласот ми е погребен.

Вековите се збиени сега,
И се претвораат во прашина.
Спомените се како мртви,
Оставајќи ја чистата тишина.

Тука сум, но не сум јас,
Сè е туѓо, студено, без
Загрлаj, осмевка или смеа,
Остана само горчлив плач без крај.",872,291,1163,3982,35.18563461303711
Адам Гајтани,НИШАЛКА ЗА МОЈАТА ЌЕРКА,"Фигуративен јазик
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Увид
Позитивна емоција
Негативна емоција
Тага
Позитивен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои изразуваат количина
Зборови кои означуваат семејство
Интерпункциски симболи",Последна коприна,"Последна коприна

Една жена, во седумте мигови на смртта,
без свет, без дом, само нејзината постела, нејзина земја.
Беше тука, без никого, самотна и тажна,
но во неа живееја илјада раскази, илјада песни.

Нејзиното тело, тело од коприна, трепереше без глас,
а нејзините очи гледаа во бескрајот, со увид во неповратното.
Без почеток, без крај, без време, тука и сега,
беше само нејзината вечна песна, нејзиниот последен ден.

Таа пеерше во себе, пееше тивко, пееше гласно,
самотна, без да биде слушната, без да биде видена.
Нејзиниот глас одекнуваше низ просторите, низ времињата,
тажен, но и радосен, исполнет со благодарност.

Во тој миг, таа стана една со сѐ,
стана еден со мајката земја, со небото, со вечноста.
Нејзината душа испарува, нејзиното тело трепери,
но нејзината песна останува, вечен одглас на нејзината љубов.",938,398,1336,5661,26.767616271972656
Адам Гајтани,ЗЕЛЕНИЛО,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови кои означуваат жени
Интерпункциски симболи",Една од седум,"Една од седум

Една од седум, измачена од земјата,
Седам што беа, сега мојата.
Смртта ја гледам, но не смее да ме земе,
Видот ми се губи, сонцето го скрива.

Беше тука, мојата, сега е загубена,
Без неа не можам, чувството ме гуши.
Сегашноста ме влече, а минатото ме боли,
Се прекршувам тивко, ридот не ме слуша.

Жена таа беше, сега само сенка,
Тагата ме гуши, а надежта ја нема.
Печати оставив, но тие се избледени,
Во себе се затворам, овој свет ме темни.",902,251,1153,3848,25.643634796142578
Адам Гајтани,РИМ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Броеви",Седумте печати,"Седумте печати

Една бледа месечина
Гледа ја мојата осамена душа,
Што тага и пресекува како секира
Врз закачената врата на минатото.

Еден тажен ангел ја крши секундата,
Што стапките ги губи во таа темнина.
Седум печати го затвораат срцето,
И дождот шепоти тивко песна на смрта.

Тука сум јас, во таа голема мрачна земја,
Без брегови, без претчувство, без вера.
Мојата сенка ми е единствениот испратеник,
Што ме следи во таа вечност без крај.

Дланките ми се студени, погледот ми е празен,
Без илузии, без живот, само реквием на спомените.
Седумте печати ме затвораат во таа тишина,
Што се крие зад завесата на вечноста.",896,305,1201,4413,30.682025909423828
Адам Гајтани,КОЊОТ 1.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Седум дена,"Седум дена

Еден ден беше тука, со мојата сенка,
без да се допира до мене, таа одеше сама.
Седум дена, седум ноќи, времето тече тивко,
како капки низ твоите прсти, зад мене се губи.

Во тишината, подалеку од светот, гледам во даљината,
беше ли тоа само мисла, или нешто повеќе од тоа?
Сега кога смртта ја чувствувам близу, желбата ми е да се вратам,
да го видам она што ме чека, со дамки на мојата земја.

Тоа што беше, сега повеќе не е, а она што ќе биде, не знам,
останувам тука, седум дена, седум ноќи, да размислам за тоа.
Сенката на мојот ден станува се подлабока, се поширока,
додека јас чекам, без да можам да го видам патот пред мене.",885,322,1207,4357,30.16781997680664
Адам Гајтани,ЛΕΓΕΗДA,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Говор за постигнување
Негативна емоција
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со ризик
Зборови кои изразуваат стекнување
Зборови кои изразуваат болест
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Седум дена со тебе,"Седум дена со тебе

Еден љубовен танц на забранетите чувства,
една мојата седна во твоите раце.
Без да зборуваме, очите ни растеа
во тишината на нашата блискост.

Тука сме, разделени од светот,
нашите уби ти се во меѓусебен спор.
Јас одеднаш се чувствувам силна,
нашите тела се сраснати како едно.

Смртта на нашата среќа е неизбежна,
но ти продолжуваш да ме харизираш.
Твојот глас ме води во пустината на суетата,
а мојата душа гори во твоите чинови.

Седум дена изгубени во бескрајот,
седум дена без никого освен тебе.
Сум твоја, сум твоја без право на одговор,
додека земјата ни се смее под нозе.",929,305,1234,3728,24.721866607666016
Адам Гајтани,ΚАНЦЕЛАРИJA,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Под вечна сенка,"Под вечна сенка

Еден ден, со седум години зад себе,
Таа се најде сама, затворена во своето тело.
Земјата, којашто беше нејзина, сега беше туѓа,
Смртта ја гледаше во очи, пратеник од зад магла.

Мојата, оваа иста жена,
Сега се бори со времето што лета.
Секој чекор што го прави, го губи,
Без да може да ја сфати својата судбина.

Таа стои тука, во пустината на својот живот,
Празна, без да знае каде да оди.
Нејзините очи, некогаш полни со радост,
Сега се замаглени од тагата што ја носи.

Денот го следи ноќта, ноќта го следи денот,
А таа останува во тажна колотечина.
Нема излез, ниту одредница, само тага и болка,
Што ја притиска како тешка олучина.",921,327,1248,4935,32.01744842529297
Адам Гајтани,ΦATАМОРГAHA,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Бидување несигурен/колеблив
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Седум Сенки,"Седум Сенки

Една сума сме тука,
Меѓу звучните треперења
Една јункерка е небото,
Што ме глеѓа смртта.

Седум емоции се вклучени, 
Усни што шепотат за неволи.
Тага, безнад, мрак ме боли,
Раката ми тره во ветрот.

Ох, во земјата потонува
Моето зрелење, младост што беше.
Преостана само една сенка,
На што ми е да живеам?

Ова е мојот крај, бескрајна ноќ,
Незаменлива празнина.
Смртта ќе ме прегрне меко,
Ја чувствувам нејзината ладна сенка.",966,258,1224,3745,36.79327392578125
Адам Гајтани,ВОЗДУХОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Индикатори за моќ
Негативна емоција
Анксиозност
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со ризик
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Седумпати Обземен,"Седумпати Обземен

Една, единствена
Копнеж што во мене легнува
Седумпати обземена од мојата смртна тага.

Земјата под мојата нога беше толку блиска,
Сега далечна, недостижна.
Сум тука, без да имам каде да одам,
Сам на избороканата патека,
Ситно тукајќи по песокот, бледа сенка.

Мојата душа овде беше,
Во овој момент, во оваа сеганост.
Без да знам каде ќе ме одведе ова време,
Ризикувам во непознати простори.
Погледот ми е замаглен, несигурен,
Во секој миг стравувам, притиснат од вечноста.

Темнината ги фаќа моите чекори,
Животот и смртта ме гушкаат.
Мојата свест се бори, не сака да се предаде,
Но, ова е еден сутрешен сон -
Седумпати обземен,
Седумпати главата ме боли.",872,354,1226,4365,26.68198585510254
Адам Гајтани,ΚАМЕН,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на иднината
Зборови поврзани со време
Интерпункциски симболи",Еден ден било,"Еден ден било

Еден ден беше, еден ден што изгледаше како сите други,
Седум смртни години минаа,
Мојата земја беше тука, во бескрајот на времето,
Без мојата мисла, без мојата желба.

А потоа,
Тука сум јас, без ништо, освен сеќавањето,
Во минатото беше, во иднината нема,
Дали ќе дојде? Ќе пресуди? 
Ќе ме земе под својата сенка на времето?

Една, тука сум, во овој миг,
Без цел, без потреба, без радост,
Сама, во овој свет што ме гледа,
Со само една точка на визуелната перцепција - смртта.",701,261,962,3672,26.052764892578125
Адам Гајтани,ОСАМЕНОСТ 1.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Седум сенки,"Седум сенки

Една тоскобна тишина, беше тука, без мојата сенка,
седум сенки лебдеа, излегувајќи од темнината.
Сенките на смртта со лута отров ме следеа, 
гледајќи ме како самотен умирам одбиен во земјата.
Низ магла и измаглица танцуваа сенките на болката,
ветрот на времето ја рушеше мојата минатост.
Сам, без никого до себе, се расплинував во ништото, 
сите мои чувства се истопија во мрачната празнина.
Седум сенки на смрт, мојата душа ја растргаа,
во тага и у смртта се растворив долека.",871,253,1124,3289,35.45059585571289
Адам Гајтани,БОХИНСКО ЕЗЕРО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи
Оксфордска запирка",Седум Егзистенции,"Седум Егзистенции

Една смртта, мојата реч,
Без земјата, која таа беше.
Седум денови, јас сум тука,
Во овој миг, сегашноста сум.

Визијата моја, јасно гледа,
Споменот давен ме посетува.
Љубезно, една по една,
Комуникацијата се збори.

Позитивна емоцијата трае,
Во тонот на овој фрагмент.
Денот што мина, се врати повторно,
Без никогаш да заминува.

Повторно и повторно ме следи,
Времето што не го сфаќам.
Интерпункција на мојот живот,
Увид во постоењето мое.",905,252,1157,3688,24.998594284057617
Адам Гајтани,КОЊОТ 2.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Индикатори за моќ
Говор за постигнување
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Една Шепотлива Песна,"Една Шепотлива Песна

Една седумна сенка, што беше некогаш тука,
Се лизга низ моите заборавени спомени.
Мојата земја, некогаш живот полна,
Сега е ладна и тивка, како да ја допира смртта.

Јас стојам, без зборови, загледан во минатото,
Часови се бројат, но времето застанало.
Сам сум, осамен, во овој момент сегашен,
Сепак, мојот глас ехо од она што беше.

Еден поглед, еден допир, едно вечно ""беше"",
Сето тоа ме враќа назад, во оние денови.
Во мојата мрачна душа, светла надеж жарна,
Дека ќе се вратат оние што веќе ги нема.

Но смртта е тука, беспоштедна и студена,
Таа својот гнев го сипе врз моето срце.
И јас чекам, немо, без надеж и молба,
Дека еднаш овој живот што го живеам ќе се врати.",848,364,1212,4711,29.906421661376953
Адам Гајтани,РИБИТЕ ОД БОХИЊ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со храна или јадење
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Еден ден,"Еден ден

Една беше самотна тука,
седум сенки се крија во глуво,
тажно ешеше смртта, мојата земја,
беше без да имаме сонце, со тагата.

Тука сум, во моментов сегашен,
фрагмент од животот, долга реченица,
зборови во активен глас, негативен тон,
визуелна перцепција, емоција на јадење.

Минатото беше, сегашноста е тука,
времето бришеше, зборовите што остануваа,
без, макотрпна, сивило, само мојата,
еден ден ќе дојде, ко што смртта одеше.",890,233,1123,3078,37.58053970336914
Константин Миладинов,Т' ГА  ЗА  ЈУГ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Говор за постигнување
Увид
Сè или ништо размислување
Позитивна емоција
Негативна емоција
Анксиозност
Тага
Позитивен тон
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со привлечност
Зборови поврзани со ризик
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови поврзани со слободно време
Зборови поврзани со дом
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат мажи
Интерпункциски симболи",Љубовно доживување,"Љубовно доживување

Ке те видам, мило моме, 
крилја ќе си метнам, 
овде нема да седам, 
туку в наши страни ќе ти идам.

Грлото ќе ти обгрнам,
бисерни зборови ќе ти кажам, 
мрак околу нас нема да има, 
зора светол ќе ни огреe.

Во пазува ќе те чувам, 
ела мило, ела сега, 
наша љубов да зграви, 
наши души да се допрат.

Овде е тмурно и студено,
мили, тука не може да се живее.
Ќе ти подарам крилја, 
во слобода да се издигнеме.",1174,253,1427,3242,28.100284576416016
Константин Миладинов,ГОЛАПЧЕ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат желби
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Дар од светлина,"Дар од светлина

Ке те видам, моме,
Крилја небесни ќе те носат,
Грлото твое како бисер ќе блеска.
Ела, мило моме,
Нека наши зборови се слеат,
Нека ни срцата силно чукаат.

Овде, во блясокот на зората,
Ке те чувам и милувам,
Сè додека не се стопи ноќта.
Твојот осмех ке ме грее,
Ќе ме води во царство на сонот,
Ќе ми подарува слатка желба.

Ке ти бидам верна другарка,
Чекајќи тебе и твојата љубов,
Твоите крилја ќе ми бидат водич.
Заедно ќе летаме високо,
Ќе ја славиме убавината,
Ќе ја пееме светлината.",941,302,1243,3272,22.6046142578125
Константин Миладинов,Бисера,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат жени
Интерпункциски симболи",Души песни,"Души песни

Ке те видам, душо моја,
Ке те гледам, мило моме.
Ке те видам крилја раширит,
Ке те чујам грлото да пее.

Ела, мила, овде да бидеш,
Просоцијално да поминеме.
Во милина ја ке те држам,
Позитивно ке се гледаме.

Како сјајни бисери твоите очи,
Што ме фаќаат во своите заблуди.
Тие ме водат низ вечни сеќавања,
Во минатото што никогаш не губи.

Душа мила, ти си моето времево,
Мојот мирот, моја религија.
Ти си моето сè, моја љубов,
За секогаш, моја поезија.",962,269,1231,3788,20.27695655822754
Веле Смилевски,ГОЛА КНИГА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови поврзани со храна или јадење
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Забранетата книга,"Забранетата книга

Под ѕидот што ја крие,
Се крие и мојата душа.
Застоена во времето, тагува,
Очекувајќи да ја извади
Од темницата на забраната.

Копнее да ја допре страницата,
Да ја чита редиците без страв,
Да се напои со знаењето
Што лежи заробено, недостапно.

Но ѕверот на забраната,
Го бди секој мој чекор,
Не дозволувајќи да ја допрам
Книгата што ми е толку сакана.

Со солзи во очите,
Гледам како таа чека,
Спрена во непостоењето,
Додека јас копнеам за неа.

Ах, кога ќе дојде денот
Кога ќе ја држам во раце,
Кога ќе можам да ја изгубам
Во нејзината волшебна магија?",946,315,1261,4266,21.849523544311523
Веле Смилевски,КНИГАТА КАФЕЗ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Зборови за комуникација
Индикатори за моќ
Бидување несигурен/колеблив
Увид
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи
Оксфордска запирка",Забранетата книга,"Забранетата книга

Таму во ѕидовите, забранетата книга лежи,
вечно скриена од очите на сите освен еден.
Тој ѕврстоно ја држи, не сакајќи да ја пушти,
со страв од силата што во неа е скриена.

Книгата чека, жели да биде прочитана,
да ги открие своите тајни на оној што ја бара.
Но ѕверот што ја чува, нема да ја пушти,
преземајќи ја власта, одлучувајќи за нејзина судбина.

Додека книгата лежи, заклучена и забранета,
чека еден ден кога ќе биде пронајдена.
Чека да ги испише своите зборови,
да ги пренесе своите магични пораки.

Еден ден, таа ќе излезе од својот ѕид,
ќе ја открие вистината што долго била скриена.
Тогаш, ѕверот ќе се плаши, ќе ја пушти,
и знаењето ќе биде слободно како птица.",1004,367,1371,6497,20.402679443359375
Веле Смилевски,ЕРОТСКА КНИГА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Сексуална содржина
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Забранета книга,"Забранета книга

Во забранета книга ѕирам,
Пред ѕид недостижен стирам,
Додека со очи ја гледам, 
Осудата над мене седи.

Книгата забранета, co себе таинства крие,
Но срцето ми по неа копнее, жедно пие
Од знаењето што го крие под корицата,
Што му е забрането, тоа го влече, полни душата.

Под ѕверот на власта, книгата лежи,
Додека мојата желба сé посилно бежи
Кон тоа што е скриено, недофатно, сурово,
Чие постоење ми е криминално, злорадо.",939,240,1179,4538,53.891361236572266
