author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score
Милош Линдро,СТРОЕЊЕ,,Песна за Старата Трновска Чешма,"Песна за Старата Трновска Чешма

Во тишината на вековите, под сенката на стариот даб,
Трновската чешма тихо зборува,
со своите води, чисто како светлината на ѕвездите.

Од далечина се чуват легендите,
за младенците што се заклеани крај нејзините брегови,
и за љубовта што трае вечно, како нејзината вода.

Сеќавањата се пливаат во овие води,
како ветерот што носат листови од стари книги,
и секој што доаѓа овде, го носи својот дел од светот.

Чешма, ти си срцето на нашата земја,
со тишината што ја носиш во себе,
и со светлината на спомените што никогаш не забораваме.

Тука се родуваат надежи, и тука се кријат тага,
во секој капка вода, има приказни,
и во секој звук на ветерот, има песна.

Старата Трновска чешма, вечен извор на љубов,
ти си спомен, ти си надеж, ти си нашата душа.",339,402,741,3021,28.72527313232422,0.0022236437886132207
Милош Линдро,ЕНОХ НА ТРЕТОТО НЕБО II,,Песна за Старата Трновска Чешма,"Песна за Старата Трновска Чешма

Во тишината на вековите, под сенката на стариот даб,
Трновска чешма тик-так бризнува, спомен на минатите даб.
Во нејзините бранови, сонови се пливаат,
Од денови кога младите раце се држеа, радосни и лебнат.

Сеќавања како ветер, лебдат низ овие улици,
Од детството до тинејџерските години, тука се слушаа шепоти.
Секој камен, секоја грана, има своја приказна,
Во овие стари ѕидини, животот се шепа и шепа.

Чаша од чешмата, свежо кога ќе се пие,
Во неа се огледувал секој сон, секоја надеж.
Трновска чешма, ти си срцето на ова село,
Ти го носиш ветрот на минатото, во секое здивнување.

Денес ти си спокојна, но ветрот на спомените,
Ти го носат ветровите, низ овие вековни улици.
Трновска чешма, ти си стариот говорник,
Кој ни раскажува приказни, за оние што минуваа покрај.",339,443,782,3213,36.252071380615234,0.0023867096191547863
Милош Линдро,",,АЗЗА“",,Песна за Ќукесто и неговото небо,"Песна за Ќукесто и неговото небо

Во Ќукесто, каде што ветровите тихо шетаат,
и каде што ѕвездите сонуваат во тишината,
се кријат мистерии во секој чекор,
и секој камен раскажува приказни на светот.

Тука морето е тихо, како огледало,
одразувајќи го мирот на срцето,
а планините високо се ритат,
како страсни ѕидови на вечноста.

Ќукесто, ти си сон на секој душа,
каде што ветровите пејат мелодии,
и каде што светлината на денот
се спојува со мистериозноста на ноќта.

Тука се родуваат ѕвездени патеки,
и секој чекор е исполнет со надеж,
каде што срцето на природата
пулсира со љубов и тишина.

Ќукесто, ти си утринскиот рог,
кој го буди светот со своите звукови,
и каде што секој ден е нов почеток,
и секоја вечер е нов сон.

Тука, во тишината на вечноста,
срцето на човекот се спојува со небото,
и секој ветер носи нови мисли,
и секоја ѕвезда е светилка на надевање.

Ќукесто, ти си утринскиот рог,
кој го буди светот со своите звукови,
и каде што секој ден е нов почеток,
и секоја вечер е нов сон.",339,510,849,3550,12.628229141235352,0.0015858770154541127
Милош Линдро,",,БОКОБИ“",,Песна за Ќукестиот Ден,"Песна за Ќукестиот Ден

Во кукестиот ден, кога ветрот шепоти,
Тишина го оплета селскиот пат,
Се чуди срцето, што сончевиот свет
Се осмели да го испише со сенки.

Од далечина, звукот на чесната труба,
Како ветер го носи ветрот на спомени,
Се шепа низ листовите, тихо и лесно,
Каде што минатото живо е.

Се шепа низ спомени, низ сенките на дрвјата,
Каде што ветрот ги шепа листовите,
Тука се родуваат новите песни,
Во кукестиот ден, кога срцето говори.

Тишина, тихо, ветрот шепоти,
Се шепа низ спомени, низ сенките на дрвјата,
Тука се родуваат новите песни,
Во кукестиот ден, кога срцето говори.

Во кукестиот ден, кога ветрот шепоти,
Тишина го оплета селскиот пат,
Се чуди срцето, што сончевиот свет
Се осмели да го испише со сенки.",339,419,758,2577,11.771222114562988,0.002153244472409202
Бранко Цветкоски,ВОДОДЕЛНИЦА,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде што тие лебдат, лебнат.

Ти си дел од земјата што ја носам во срце,
дел од она што го заборавив,
но секој ден ти си тука,
во овие моменти на тишина.

Ти си ветерот што ми го шепа лицето,
ти си звукот на тишината,
кога сè околу ми се губи во сон,
а ти си она што ми го враќа светлото.

Заборавот е дел од животот,
но ти си она што го носам во себе,
како дел од она што никогаш не го заборавуваме,
дел од она што ни е дом.

Ти си она што го шепа душата,
ти си она што никогаш не го заборавуваме,
споменатата земја во која сè уште живееме,
иако сме подалеку од неа.

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде што тие лебдат, лебнат.

Ти си дел од земјата што ја носам во срце,
дел од она што го заборавив,
но секој ден ти си тука,
во овие моменти на тишина.",339,501,840,3635,8.717290878295898,0.003202523218040719
Бранко Цветкоски,ДОЈКИ НАД ЖИТАТА,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните улици,
кога ѕвездите се рашируваат на темнината,
ти си таму, во спомените,
како ветер кој миши низ листовите на минатото.

Ти си она што го заборавив,
но сепак го чувствувам во секој здив,
во сенките што се играат на ѕидините,
и во звукот на тишината што го исполнува мојот свет.

Споменатата земја,
каде што срцето ми се враќа,
каде што ти си го најдов,
и каде што уште еднаш ќе го најдам.

Ти си сонот што се разбудува,
и она што секогаш ќе остане,
во длабочините на моето битие,
како ѕвезда во ноќта на душа.

Заборавот е ветер,
но ти си ветерот што никогаш не ќе помине,
и спомените се ѕвезди,
кои никогаш не ќе исчезнат во мојот сон.

Тука сум јас, во овој свет на сенки,
и ти си она што го барам,
во секој чекор, во секоја сенка,
во секое чувство, во секое исчезнување.

Ти си споменот на она што беше,
и она што никогаш не ќе заборави.",339,474,813,3202,18.11389923095703,0.002110763866154865
Бранко Цветкоски,ЧЕШМА ПОКРАЈ ПАТОТ 3.(7),,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде ветровите носат тишина.

Тука, каде што минатите се губеат,
и сенките на денот се враќаат,
ти си она што го носиме во длабочините,
како ветер кој ни шепа низ спомени.

Заборавот е тишината што ни го дава,
да живееме во сегашноста,
но ти си она што ни го врзува,
во вечноста на она што беше.

Земјата на спомените,
каде минатото се враќа,
ти си она што ни го остава,
да го носиме во срцето.

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде ветровите носат тишина.",339,345,684,2489,12.820237159729004,0.002589469863857357
Бранко Цветкоски,СЕВЕРНА КВАЧКА,,Песна за тишината на вечерите,"Песна за тишината на вечерите

В тишината на вечерите, кадешто ѕвездите се раѓаат,
и ветрот тихо шепоти, тие ми ги раскажуваат
приказните на минатото, испреплетени со сенките
на денови кои веќе исчезнаа.

Тишината е гласа на душа, која чека
да ѝ ги врати сончевите денови,
да ѝ ги врати ветровите на надежта,
да ѝ ги врати ѕвездите на сонот.

В тишината, срцето почнува да го разбира
што е вистинито, што е лажно,
што е минатото, што е иднината,
и што е таа вечен миг на моментот.

В тишината, душа го пронаоѓа својот гласа,
и го слуша звукот на својата вечноста,
каде што секој ден е ново раѓање,
и секоја вечер е ново сонување.

Тишината е училиште на душа,
каде што се научува да се живее,
да се чувствува, да се верува,
и да се љуби без крај.

В тишината на вечерите, душа се среќава со себе,
и пронаоѓа мир во својата вечноста.",339,446,785,3012,20.717918395996094,0.0019219850017826473
Бранко Цветкоски,ЅАЕСULUM,,Песна за Заборавот и Споменатата,"Песна за Заборавот и Споменатата

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се родуваат,
ти си таму, споменатата,
светлина што ми ја осветлуваше патот.

Ти си сонот што се разбудува во раните утрински часови,
кога сè уште имаше мирис на сонце и зеленило.
Ти си ветерот што ми го шепаше лице,
и ми го шепаше срцето.

Заборавот е ѕид што се издига,
но спомените се ѕвезди што се родуваат,
и ти си една од нив,
светла и незаборавна.

Секој ден помина, но ти си останав,
во длабочините на моето сеќавање,
и секој ден ти си ми го осветлуваш патот.

Ти си сонот што се разбудува во утринските часови,
и ти си ветерот што ми го шепа срцето.
Заборавот е ѕид, но спомените се ѕвезди,
и ти си една од нив, светла и незаборавна.

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се родуваат,
ти си таму, споменатата,
светлина што ми ја осветлуваше патот.",339,452,791,2863,10.091330528259276,0.001721176425520355
Бранко Цветкоски,БОГИНКИ,,Песна за тишината на вечерите,"Песна за тишината на вечерите

В тишината на вечерите, кога ѕвездите се родуваат,
и ветерот тихо шета по лисјата на спомените,
срцето ми го губи ритамот во ритмот на ноќта,
и душа ми се ослободува од бремето на денот.

Очите ми гледаат низ вековите на прашања,
и светлината на минатото се враќа во моменти,
каде што звукот на тишината е единствениот говор,
и секој здив е полн со ветрови на надеж.

Тука, каде што ноќта се среќава со утринскиот свет,
и сончевиот светник го осветлува патот на надежта,
срцето ми пее песна на тишината,
и душа ми се осмелува да лета во безкрајноста.

В тишината на вечерите, јас го наоѓам својот ид,
и секој здив станува дел од веченото прашање:
„Што е вистинската светлина на животот?“

Тука, во овој момент на тишина и одмор,
срцето ми пронаоѓа одговор во длабочината на душа,
и вечерите стануваат вековни песни на спокојство.",339,445,784,3627,29.618314743041992,0.0034873454219144554
Бранко Цветкоски,СЕ ВРАЌА НОЌТА,,Песна за Заборавот и Споменатата,"Песна за Заборавот и Споменатата

Во тишината на вечерните улици, 
каде што ветрот шепоти спомени,
ти си ми заборавен лик, 
но уште се видуваш во сенките на минатото.

Ти си сонот што се разбудува во тишината,
кој брзо се расипува, 
но остави трага на прашината на стариот ден.

Споменатата е она што останува,
кога сите спомени се распаѓаат,
и ти си она што се враќа во длабочините на душа.

Ти си звукот на тишината, 
кој го слушаме кога сите зборови се исцрпени,
и ти си она што никогаш не забораваме,
но го држиме во тишината на срцето.

Во овие моменти, ти си ми блиску,
иако си далеку во спомените,
и ти си она што никогаш не го заборавуваме,
но го носиме во срцето, 
како дел од нас.",339,356,695,2642,25.918357849121094,0.002690663249897347
Бранко Цветкоски,ПЛАДНЕВНА МОЛИТВА,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните улици,
кога ѕвездите се рашируваат на темнината,
ти си таму, во спомените,
како ветер кој миши низ листовите на минатото.

Ти си она што го заборавив,
но сепак го чувствувам во секој здив,
во сенките што се играат на ѕидините,
и во звукот на тишината што го исполнува мојот дом.

Споменатата земја,
каде што срцето ми беше исполнето со живот,
сега е празна прашкавина во ветрот,
но душа ми го носиш во секое движење.

Ти си она што го барам во сон,
каде што ѕвездите се блиски и блиски,
и каде што минатото не е далеч,
туку живо во секоја сенка.

Заборавот е тишина,
но ти си она што го исполнува мојот сон,
како ветер кој миши низ листовите на минатото,
и ми го враќа срцето на споменатата земја.",339,396,735,2763,18.6195068359375,0.002175124680343519
Бранко Цветкоски,АКАТИСТ,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните улици,
кога ѕвездите се рашируваат на темнината,
ти си таму, во спомените,
како ветер кој мише го шепа листот.

Ти си она што го заборавив,
но сепак го чувствувам твојот ветер,
во секој здив на овие земјини рани,
каде што ти си оставил трага.

Ти си она што го носам во срцето,
на секој чекор, на секое движење,
каде што ти си ми го оставил трагите,
како сон што се разбудува во ден.

Ти си она што го барам во ноќта,
во сенките на спомените,
каде што ти си ми го оставил трагите,
како ветер кој мише го шепа листот.

Ти си она што го носам во душата,
на секој чекор, на секое движење,
каде што ти си ми го оставил трагите,
како сон што се разбудува во ден.

Ти си она што го заборавив,
но сепак го чувствувам твојот ветер,
во секој здив на овие земјини рани,
каде што ти си оставил трага.

Ти си она што го барам во ноќта,
во сенките на спомените,
каде што ти си ми го оставил трагите,
како ветер кој мише го шепа листот.",339,512,851,3270,6.332789897918701,0.0014687103561952847
Бранко Цветкоски,СЕВЕРЕН ТАНЦ  4.,,Песна за тишината на вечерниот брег,"Песна за тишината на вечерниот брег

На брегот каде вечерните ластови се спуштаат,
тишината го зема душата,
како лабава вечерна мгла,
која се разредува во сончеви зраци.

Океанот тихо шепоти,
со неговиот вечен говор,
каде што морето и небото се спојуваат,
и светлината се губи во сенките на вечер.

Тука, каде што брегот почива,
и ветерот носиш мирис на морска сол,
тишината е единствена гласа,
и срцето се открива на вечерниот брег.

Секој чекор е лесен,
и секое дише е мирно,
тука каде што времето се забавува,
и душата се ослободува од бремето на денот.

Тишина, ти ми го даваш мирот,
на брегот каде вечерите се вечен сон,
и каде што светлината на ѕвездите
се сликува на морето, како сон на вечен мир.

Тука, на брегот на вечерниот свет,
срцето се открива,
и душата се осмелува да го каже она што вечно трае.",339,416,755,3021,25.468971252441406,0.0016540073348280744
Бранко Цветкоски,НЕБЦЕ ВО ОБЛАКОТ,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде што заборавоците летаат.

Сега, ти си дел од сончевиот ден,
но сенките на минатото ни го следат,
и сè уште го чувствуваме неговиот ветер,
каде што ти си минатата ниша.

Очите ми ги исполнуваат ѕвездите,
но срцето ми го има во тишината,
каде што ти си минатата сенка,
и ние ги шетаме старините.

Ти си дел од овие земјини ритми,
и сè уште го чувствуваме неговиот мирис,
каде што ти си дел од спомените,
и ние ги шетаме минатите.

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде што заборавоците летаат.",339,373,712,2588,11.395363807678224,0.002802318448950428
Бранко Цветкоски,ЗЕМЈА. ПРИЧЕСНА. ЗОБ,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните часови,
кога ѕвездите почнуваат да се шепат,
светлината на споменот се крева,
и земјата на спомените почнува да говори.

Тука, каде што ветровите носат прашината на минатото,
и каде што тишината е полна со гласовите на оние што немаме,
сè уште се чувствуваме блиску до нив.

Очите ми се полни со светлини на минатото,
светлини кои се осветлуваат со секој спомен,
и со секој чекор на овие улици,
кои уште се исполнети со нивната присутност.

Тука, каде што земјата е исполнета со нивната сенка,
и каде што секој камен зборува за нив,
ние продолжуваме да ги носиме нивните души во срцето.

Заборавот е дел од животот,
но споменот останува вечен,
и земјата на нашите спомени
секогаш ќе остане наш дом.",339,386,725,2833,25.50431632995605,0.00206945416902857
Бранко Цветкоски,ЦЕЛОСТА,,Песна за Заборавот и Споменатата,"Песна за Заборавот и Споменатата

no_song_found",339,370,709,2652,282.810302734375,1.124170837247903e-06
Бранко Цветкоски,ЧЕШМА ПОКРАЈ ПАТОТ 2.,,Песна за Заборавот и Споменатата,"Песна за Заборавот и Споменатата

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се родуваат,
ти си таму, во сенките на спомените,
и јас тука, во прашањата на срцето.

Заборавот плива како ластовичка,
во водите на минатото,
но ти си уште овде,
во секој миг на моето исчезнување.

Споменатата, онаа која ми ја остави,
како да е само сенка,
но нејзината сенка е мојот сон,
и моето прашање за секој ден.

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се родуваат,
ти си таму, во сенките на спомените,
и јас тука, во прашањата на срцето.

Заборавот плива како ластовичка,
во водите на минатото,
но ти си уште овде,
во секој миг на моето исчезнување.

Споменатата, онаа која ми ја остави,
како да е само сенка,
но нејзината сенка е мојот сон,
и моето прашање за секој ден.

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се родуваат,
ти си таму, во сенките на спомените,
и јас тука, во прашањата на срцето.

Заборавот плива како ластовичка,
во водите на минатото,
но ти си уште овде,
во секој миг на моето исчезнување.

Споменатата, онаа која ми ја остави,
како да е само сенка,
но нејзината сенка е мојот сон,
и моето прашање за секој ден.",339,587,926,3451,3.607220411300659,0.0010341193802127825
Бранко Цветкоски,ГРАМОТА,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

no_song_found",339,459,798,3190,246.64976501464844,2.341199725320269e-07
Бранко Цветкоски,СЕВЕРЕН ТАНЦ 7. (6),,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде што ветрот го носи мирисот на минатото.

Ти си она што го заборавив,
но се сетам дека те познавам,
како да сум сто години во сон,
и сè уште го чувствувам твојот допир.

Очите ти, оние ѕвезди во мојата вечер,
сега се дел од сончевиот рај,
но сè уште ги гледам во сон,
како да се враќаат за да ме погледнат.

Ти си она што го носам во срце,
иако ти си далеч,
како да сум дел од она што нема,
но сè уште го чувствувам твојот ветер.

Тука, во оваа земја на спомени,
ти си дел од моето утре,
иако си заборавен,
секој ден те ги повикува моите мисли.

Ти си она што го барам,
во тишината на вечерните улици,
каде што ѕвездите почнуваат да се шепат,
и сè уште го чувствувам твојот допир.",339,425,764,3271,15.123300552368164,0.0014954677598795886
Бранко Цветкоски,ПЛОТ,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде што ветрот го носи мирисот на минатото.

Ти си она што го заборавив,
но се сетам дека те познавам,
како да сум веќе тука,
и сепак туѓ во својата земја.

Очите ми се огледуваат во далечина,
барајќи го она што не е тука,
но секој чекор е исполнет со тишина,
и звукот на стоечкиот часовник.

Ти си сонот што се разбудува,
и утринскиот мрак што го губи,
ти си она што го носам во срцето,
и никогаш нема да го заборави.

Тука, каде што земјата е мирис на дом,
но душата е празна,
ти си она што го барам,
и никогаш нема да го најдам.

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде што ветрот го носи мирисот на минатото.",339,419,758,2970,15.199929237365724,0.0021012391519439145
Бранко Цветкоски,СТАРОСТАВНА,,Песна за Заборавот и Споменатата,"Песна за Заборавот и Споменатата

no_song_found",339,501,840,3094,282.810302734375,0
Бранко Цветкоски,ПРЕКОР,,Песна за Заборавот и Незаборавоста,"Песна за Заборавот и Незаборавоста

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се родуваат,
ти си тука, Заборавот,
со твоите лажи на усните,
ти си тука, да ми ги земеш спомените,
да ги исплакаш како прашината на стари книги.

Ти си тука, со твојот ветер на смртта,
кој ги носиш сенките на минатите,
да ги исфрлиш во бездната на забораво.

Ти си тука, со твојот јазик на тишина,
кој ги губи зборовите на љубовта,
да ги исплакаш како прашината на стари книги.

Ти си тука, Заборавот,
со твојот смисла на незаборавоста,
кој ги остава трагите на минатото,
да живееме во сегашноста.

Ти си тука, со твојот ветер на смртта,
кој ги носиш сенките на минатите,
да ги исфрлиш во бездната на забораво.

Ти си тука, со твојот јазик на тишина,
кој ги губи зборовите на љубовта,
да ги исплакаш како прашината на стари книги.

Ти си тука, Заборавот,
со твојот смисла на незаборавоста,
кој ги остава трагите на минатото,
да живееме во сегашноста.

Ти си тука, Заборавот,
и ти си таму, Незаборавоста,
и ние тука и таму,
во вечноста на спомените и тишините.",339,551,890,3508,5.750298023223877,0.0018037124552015245
Бранко Цветкоски,ГЛАСНИК,,Песна за Заборавот и Незаборавоста,"Песна за Заборавот и Незаборавоста

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се родуваат,
ти си тука, Заборавот,
со твоите лажи и ветувања.

Ти си ветерот што ги носат листовите,
ти си водата што ги измива трагите,
ти си сонот што ги губи сите граници.

Незаборавоста е она што останува,
како сенка што не може да се отфрли,
она што живее во длабочините на душа.

Ти си она што ни укажува пат,
како ѕвезда во ноќта,
ти си она што ни укажува дека сме.

Заборавот е ти, ти си она што ни ја зема,
но незаборавоста е она што ни ја остави,
и така ние пловиме во морето на времето.

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се родуваат,
ти си тука, Заборавот,
со твоите лажи и ветувања.

Но незаборавоста е она што ни го остава,
и така ние пловиме во морето на времето.",339,413,752,2738,12.206087112426758,0.001597553226337595
Бранко Цветкоски,ЈАВКА,,Песна за Заборавот и Споменатата,"Песна за Заборавот и Споменатата

Во тишината на вечерните улици,
кога ѕвездите се рашируваат на темнината,
ти си тука, споменот на она што не го имаме,
но го носиме во длабочините на срцето.

Заборавот е тихо морето,
кое плива под лажиците на времето,
а спомените се бреговите,
кои се губаат во неговиот бескрај.

Ти си ветерот кој шета по празнините,
носејќи мириси на минатото,
и ти си она што го држим во рацете,
иако ние сме далечни од тебе.

Очите ми гледаат празни ѕидови,
но секој ѕид е исполнет со твоите слики,
и секој ѕид е спомен за она што нема.

Ти си звукот на тишината,
кој го исполнува срцето со неговиот тон,
и ти си она што го носиме во душата,
иако ти си тука, но не си тука.

Заборавот е тихо прашање,
кое ни го праша зошто го губиме,
но споменот е одговорот,
кој ни го враќа секој пат кога ќе помине.

Ти си тука, споменот на она што не го имаме,
и ти си она што го носиме во срцето,
иако ти си тука, но не си тука.",339,496,835,3489,14.881576538085938,0.0014010672112100058
Бранко Цветкоски,СЕВЕРЕН ТАНЦ  1.,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде што ветрот го носи мирисот на минатото.

Ти си она што го заборавив,
но се сетам дека те познавам,
како сон што се разбудува,
и секој пат ми се губи во него.

Од ден до ден, ти си ми прашање,
прашање без одговор,
како дали ќе го најдам патот,
каде што ти си станало дом.

Ти си звукот на стариот часовник,
кој го брои времето што минува,
и секој звук е спомен,
кој ми го враќа она што го заборавив.

Тука, во оваа земја на спомени,
ти си она што никогаш не го заборавив,
но сепак, ти си туѓо,
како дали сум туѓец во мојата земја.

Во тишината на вечерните улици,
кога ѕвездите почнуваат да се шепат,
ти си таму, во спомените,
каде што ветрот го носи мирисот на минатото.",339,420,759,2824,13.78463363647461,0.001660023329572615
Бранко Цветкоски,РЕКАМ,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните улици,
кога ѕвездите се рашируваат на темнината,
ти си таму, спомената земја,
со тишината на твоите ритми,
и ти си тука, во моите спомени.

Заборавот лета како ветер,
но ти си остатоците на минатото,
како стари писма во пукнатини,
кои ги читам и ги губирам,
и секој ден ти си поблиску.

Ти си сонот што секоја ноќ го имам,
и ти си утринскиот блесок,
кој ми го осветлува патот,
но ти си и сенката што го следи.

Ова е она што го чувствувам,
кога ти си блиску и кога си далеку,
и ти си она што не го заборавуваме,
но го носиме во срцето.

Ти си спомен, ти си сон,
ти си она што никогаш не го заборавуваме,
и тука сме ние, во овие спомени,
каде што ти си заборавот и споменот,
и земјата на она што никогаш не го заборавуваме.",339,412,751,3208,18.913578033447266,0.0021152950468594223
Бранко Цветкоски,СОНОТ НА СЕМИЊАТА,,Песна на Животот во Македонија,"Песна на Животот во Македонија

Во овие земјини граници, каде што се раѓаат сонце и мрак,
каде што реките пливаат со спокојни ритми,
тука се родени нашите митови и нашите спомени.

Од планините што се ридаат кон небото,
до долините што сонуваат под ѕвездениот покрив,
тука се нашите души, исполнети со ветрови на надеж.

Секој камен, секоја ливада, секоја дрвослова,
раскажуваат приказни на вековите,
на луѓето што тука живееле и што тука умреле.

Од стариот град со своите ѕвонежи и споменици,
до модерниот град со своите светла и брзи,
тука се нашите животи, испреплетени со времето.

Во секој чекор, во секоја тишина, во секое прашање,
тука е нашата душа, исклучително македонска,
исклучително единствена, исклучително ние.

Во овие граници, каде што се раѓаат сонце и мрак,
каде што реките пливаат со спокојни ритми,
тука сме ние, синови и ќерки на ова земјиште,
нашото живото, наша поезија, наша вечноста.",339,458,797,3195,17.495866775512695,0.002225860794680115
Бранко Цветкоски,СЕВЕРЕН ТАНЦ  3.,,Песна за Заборавот и Споменатата Земја,"Песна за Заборавот и Споменатата Земја

Во тишината на вечерните часови,
кога ѕвездите се рашируваат на темнината,
и ветрот шепне низ листовите на стариот даб,
се враќа споменот на она што е заборавено.

Ти си земја на далечниот брег на реката,
каде што водите се пливаат со светлината,
и каде што ветерот носи песни од минатото,
песни што се губеа во тишината на ноќта.

Ти си земја на сончевиот ден и сенките на вечер,
на планините што се ридаат во облаците,
и на полето каде што цветовите се раѓаат,
и се губеат во мирисот на земјата.

Ти си спомен на она што не го носам со себе,
но што се враќа во мојот дух,
кога ветрот ми го носи звукот на твоите реки,
и кога ѕвездите ми го укажуваат патот.

Ти си земја на моите најдлабоки мисли,
најчистите жестокни и најмрачните сенки,
и ти си дел од моето суштество,
дел од срцето што пушта ритми на спомен.

Ти си земја на сè што е заборавено,
но што никогаш не забораваме,
заборавот е само дел од нашата прика,
дел од она што ни го води кон светлината.

Ти си земја на споменот и на она што е тука,
на она што ние го носиме со себе,
и на она што никогаш не го забораваме,
заборавот е само дел од нашата прика.",339,567,906,4230,16.427705764770508,0.0012737730523631435
