author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score,rouge_1,rouge_2,rouge_l
Веле Смилевски,ИДЕАЛНА КНИГА,"Фигуративен јазик
Сарказам
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Просоцијално однесување
Антисоцијално однесување
Негативна емоција
Тага
Негативен тон
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка
Зборови во загради",Вечна Сенка,"Вечна Сенка

Во тежината на миговите,
свитуван е животот-
свртен кон таемните пределиЛуња сенка која ме следи,
на моментите обоени со сомнеж.
Болно-сивата калуга на тагата,
што заспиваат мислите во расипана рамка.

Дури и кога трепке`ам,
Во одблесоци на залези,
Ти се враќаш,
Да ме прошеташ низ сеќавања горди.
Ненадејни, но вечни,
Обвиткани во црна, студена постела.

Прошетката на самрак,
Толку блиску, а толку далечна-
Згаснуваат одблесоците на твојата сенка,
Останувајќи ми само заборавените реченици,
Растурени во паузите на тишината.",387,293,680,4206,78.82328796386719,0.0039240544574399,0.0,0.0,0
Веле Смилевски,АЛТЕРНАТИВНА КНИГА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Одблесоци на темнина,"Одблесоци на темнина

Сенки што се лизгаат,
Шепот на времето што врви.
Мирисот на пепелта што гори,
Одблесоци во нас што умираат.

Лица што се губат во зори,
Жал што не познава крај.
Спомени што вриголат,
Песна во тишината што пее.

Судбина што застанува,
Отекот на вечноста што замира.
Солзи што се растопуваат,
Сончев зрак што пробива низ темнина.",321,193,514,3105,39.64097213745117,0.0075459334021036,0.0,0.0,0
Веле Смилевски,ЗАБРАНЕТА КНИГА .2,"Фигуративен јазик
Долга реченица (run-on)
Неутрален тон
Интерпункциски симболи",Извори на тишина,"Извори на тишина

Низ длабочината на времето, пулсот на вечноста, како светлина во мракот, се слева во сликата на сетилата, што танцуваат со тишината во хармоничен спој - нераскинлива врска меѓу светот на чувствата и недопирливиот свет на духот; каде звукот шепоти приказни, а мислите растат во бескрајни лавиринти, обликувајќи визии што го надминуваат физичкото, создавајќи портали кон недопирливите сфери на постоењето, каде јазикот губи сила, а значењето се раѓа од тишината - извор на бесконечни можности за душата да ги открие длабоките тајни на битието.",235,257,492,3433,57.4416618347168,0.0035395969148844,0.0,0.0,0
Веле Смилевски,ЕДНОСТАВНА КНИГА,"Фигуративен јазик
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Интерпункциски симболи",Плаќање на долгот,"Плаќање на долгот

Ликот танцува на раб од егзистенција,
Кружејќи во вртоглав олуј од сенки.
Се спротивставува на зениците на неизбежното,
Нудејќи отпор на судбината што чека.

Меѓу срцето и душата дува ветер на промени,
Што носи спомени како лисја што гаснат.
Моментите ја обликуваат сегашноста,
Во монет расфрлен во бездната на времето.

Отсутна е јасноста, а тишината заглушува,
Заробена во ковчег од неискажани зборови.
Сè се движи кон оној еден миг на крај,
Кога дугот ќе биде платен со последен здив.",278,266,544,4260,49.09541702270508,0.0035935237757694,0.0,0.0,0
Веле Смилевски,КНИГА HA СМРТТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сенката што не ја гледаш,"Сенката што не ја гледаш

Во вечната тишина, скриена успомена,
Мрачна реченица осамена.
Одбегнуваш го погледот што те открива,
Во минати дни закопана, нејасна, сива.

Хоризонтот се стемнува, поглед го губи,
Животот, како пламен што печал ја губи.
Времето бавно, ненадејно, тече,
Чекајќи да стаса, чекајќи да истече.

Некаде во далечината, сенката на животот лежи,
Чекајќи да биде пронајдена, во темнина да поживи.
Но погледот е заслепен, слеп за ова што не се гледа,
Оставајќи ја сенката што никогаш нема да се наведа.",324,277,601,4190,26.50185775756836,0.0031230731809039,0.0,0.0,0
Веле Смилевски,КНИГАТА НИЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Просоцијално однесување
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со љубопитност
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на сегашноста
Повторени зборови
Интерпункциски симболи",Танцот на сонот,"Танцот на сонот

На платно од сјајни бои,
тајна слика се расплинува.
Љубопитноста ме води
низ застанати мигови.

Во трепереж на неизвесност,
одекнуваат гласови.
Расипани се во тишина,
носејќи зборови на живот.

Мигот застанал, сеприсутен,
исткаен од ткаенина на културата.
Во него вечно живее сегашноста,
соплетена со длабоки трагови.

Крвта што тече го обојува сонот,
смртта е само враќање назад.
Препознавам ја во просоцијалните чекори,
што танцуваат низ се' што постои.",352,250,602,3430,63.39418411254883,0.003109912923828,0.0,0.0,0
Веле Смилевски,СВЕЧЕНА КНИГА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Неутрален тон
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Интерпункциски симболи","Сегашен миг, вечна тишина","Сегашен миг, вечна тишина

Суровиот танец на времето, што не чека,
Во моментов тој ме држи во фатална хватка.
Хладен здив на животот, што се испарува,
Во неминливата сенка на смртта се препарува.

Дождот што оживува в душата смирена,
Носи мир и спокој во моментов присутен.
Во свирката на тишината, што нежно шепоти,
Вечност се крие во овој сегашен миг што копти.

Капка по капка, животот се слева,
Во бездна длабока, непозната и непробудена.
Во средиштето на тишината, што не говори,
Само срцето на вечноста сега одекнува и оди.",284,260,544,3973,39.748348236083984,0.0033059928832541,0.0,0.0,0
Тодор Чаловски,КУЌАТА И НЕДОСТАТОЦИТЕ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Говор за постигнување
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат семејство
Интерпункциски симболи",Тажните бои на моите сенки,"Тажните бои на моите сенки

Во тагата моја, зборовите се разлеваат,
како води што се губат во темни дамари.
Одеднаш, мојата душа спокојно се крие,
во тишината на изгубените погледи.

Низ прозорецот, видувам дома што ми недостига,
болка што ме прогонува, крие се во мојот дом.
Тажни бои ме опкружуваат, огледувајќи ја саморасположбата,
дали ќе најдам утеха во моментите на чекање?

Можеби некогаш, ќе го пронајдам светлото на надежта,
во очите на оние што ме сакаат и ме разбираат.
Но сега, потонувам во тажните бои на моите сенки,
зборови што тешко можам да ги искажам.",464,292,756,4573,27.809341430664062,0.0035400936643988,0.0,0.0,0
Тодор Чаловски,ИСКРА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Негативна емоција
Анксиозност
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Бледата сенка,"Бледата сенка

Во тишината, што тежи како олово,
нејзиниот поглед лута, изгубен во магла.
Фрагменти од говор, заплетени во тага,
пулсираат низ нејзината несигурна душа.

Привлечна, како опојна, полувисечка сенка,
таа се движи низ моментите на своето постоење.
Зборови умираат пред да стигнат до устата,
оставајќи го умот во состојба на колебање.

Тивка комуникација со сопствената болка,
се обидува да пронајде увид во својата тага.
Вкочанетост, страв, анксиозност - црните гости,
што ја прават да се чувствува изгубена пред времето.

Бледата сенка, што еднаш блескаше како ѕвезда,
сега се губи во мрак, ветувајќи ја својата смрт.
Вкусот на културата, што некогаш ја красеше,
го доминира само сеќавањето на поминатото.",407,352,759,4978,36.35449981689453,0.0027898231287036,0.0,0.0,0
Тодор Чаловски,РАНИ УТРА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сенките на минатото,"Сенките на минатото

Во тишината на ноќта,
Сенките на минатото се движат,
Молчаливи сведоци на времето што измина.

Тивок шепот на помнењето,
Одекнува низ празните простори,
Прелевајќи се во визуелна перцепција.

Секунди, мигови, што неумитно одминуваат,
Запишувајќи ја приказната за животот,
Во сивата книга на судбината.

Срцето трепери во очекување,
На одгонетка што ќе ја дарува смртта,
Откривајќи ја тајната на постоењето.

А сенките, вечни сведоци,
Го проследуваат патот на минувањето,
Во тишината на ноќта.",305,268,573,3733,25.192401885986328,0.003522930038846,0.0,0.0,0
Тодор Чаловски,ЦВЕЌЕ НА ТРАГАТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Зборови поврзани со меморија
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Фрагменти на времеплов,"Фрагменти на времеплов

Во ехото на секундите,
ритамот на меморијата кука.
Минатото пулсира;
сегашноста лебди во маглата.

Сенки од прошлото,
втрапени во заборавот;
визии од иднината,
заткани во сликите на душата.

Секунди се судруваат,
во вртоглавиот танц на времето.
Животот трепери во моментот,
дишејќи ги звуците на вечноста.

Во нескончаното странствување,
низ платната на постоењето,
мозаикот на животот се слева,
во краткотрајниот миг на сегашноста.",349,237,586,3709,43.21898651123047,0.0030914949898343,0.0,0.0,0
Тодор Чаловски,БЛАГУН,"Фигуративен јазик
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Индикатори за моќ
Увид
Зборови поврзани со меморија
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со внимание
Зборови поврзани со привлечност
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Зрачење на спомени,"Зрачење на спомени

Во спомените се таложи времето,
говор на солзи што формираат сјај.
Миризбата на дамнина те зове,
низ прозорец на минатото да влај.

Колку далечното гледаш поблизу,
толку длабоко срцето твое вее.
Спомените мошне живописни блескаат,
ја будат душата твоја што гори, грее.

Во ткивото на секој спомен
се раѓа нова изблична светлост.
Меморијата што си ја чуваш
ти зрачи чаробна, вечна топлост.

Од одразот на секој спомен
настанува нов пејзаж на срцето.
Стапувајќи во парадигмата
на твојата приказна, таму се покрето.",414,277,691,4044,48.25455093383789,0.0028484499892825,0.0,0.0,0
Тодор Чаловски,ТКАЕЊЕ,"Фигуративен јазик
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Тага
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Обоени елегии,"Обоени елегии

Сеќавањата му ги бојосуваат мислите,
а срцето му трепка во ехо на минатото.
Низ немирните видови на трепкави спомени,
тој ја бара својата изгубена сенка.

Низ одблесоците на некогашните слики,
дење и ноќе ја пее песната на тагата.
Неговите зборови се долготрајни плачки,
што чукаат на вратите на заборавените времиња.

Суштествата од минатото го опкружуваат,
со инструменти на културен рефрен.
Во нивната вечност, тој е заробен,
маѓепсан во тагата на сите завршени денови.",322,250,572,3586,47.759273529052734,0.0019087015210721,0.0,0.0,0
Тодор Чаловски,БЕГСТВО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Просоцијално однесување
Индикатори за моќ
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови поврзани со култура
Научни зборови
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Елегија за домот,"Елегија за домот

Разлеани се звуците на очај,
разнесени во тишината на изгубено време.
Меланхолични сенки полека низ душа се провлекуваат,
додека солзи за изградено гнездо пролеваме.

Убавината на минатото во сјајот на сегашноста бледее,
нашите дамари слабеат под бремето на реквизити што одземаат.
Непознатото чуство на припадност во ноќта се растопува,
остава само празнина во нас, што со ехото на оттуѓеноста одѕвонува.

Но, сè уште трагови од културата што ја негувавме останале,
дури и во овој студен, нов, страв-полн дом.
Наша е надежта да ги пронајдеме, да ги реконструираме,
па можеби во себе пак ќе ја обновиме искрата на дом.",424,311,735,4810,56.964622497558594,0.0044853279441677,0.0,0.0,0
Тодор Чаловски,ИГРАЊЕ СОН,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Увид
Негативна емоција
Анксиозност
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови кои изразуваат потреби
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Интерпункциски симболи",Изгубен во минатото,"Изгубен во минатото

Во туга дамнешна потонал,
Сенките на времето го гушат.
Гласовите ехтат, ветрот завива,
Сè што го опкружува го следи.

Заробен во сопствениот лавиринт,
Очите тажно го разгледуваат.
Движењето бавно, а мислите брзи,
Стравот го кочи, а потребите тегнат.

Сам меѓу ѕѕвездите, во темнина сеан,
Надежта избледува, а жалта трае.
Ниту пред, ниту назад, времето застанало,
Осамен и загубен во сопствената минатост.",454,242,696,3749,71.09941101074219,0.0044152594732307,0.0,0.0,0
Тодор Чаловски,ОДДАЛЕКУ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Закриени споменици,"Закриени споменици

Кадр по кадр, фраза по фраза,
Дома што се крие под сенка на мраз.
Неспокоен поглед во залезот гасне,
Болка што ја крие време подлабоко.

Низ очите течат тагата и страхот,
Што вкочанети чуваат скриени тајни.
Тага што се крие во спомени дадени,
Во стари патишта кон земји исчезнати.

Оковани во свое време замрзнато,
Мемориите што дома не можат да се вратат.
Бледи записи од минливи денови,
Што тивко исчезнуваат низ реката на годините.",366,240,606,3776,54.03342056274414,0.0019633086498855,0.0,0.0,0
Тодор Чаловски,ПРЕЛАГА СО ЖИВОТОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Сенките на минатото,"Сенките на минатото

Во очите ми, сенки се вкоренети,
Тажни фрагменти што душата ја гризат.
Ова вечно бреме, што и ден и ноќ ме мачи,
Во срцето ми болка и неизвесност ми сеири.

Зарем ќе успеам да ја забршам тагата?
Да ја отресам анксиозноста што ме гуши?
Секоја минута што ја живеам, како да е последната,
Прикован за моментов, без да можам да глетам напред.

Времето бавно тече, во пропадање замрено,
Мојата визија затемнета, заматена од солзи.
Неминовна судбина, што смрт ми ветува,
Ова проклетство на минатото, што никогаш не ме напушта.",359,286,645,4624,40.5599250793457,0.0023055223359506,0.0,0.0,0
Тодор Чаловски,ШАХОВСКО УТРО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Просоцијално однесување
Бидување љубезен
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Говор за постигнување
Бидување несигурен/колеблив
Увид
Сè или ништо размислување
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со внимание
Зборови поврзани со љубопитност
Зборови поврзани со ризик
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат стекнување
Зборови кои изразуваат замор
Зборови поврзани со смрт
Зборови поврзани со слободно време
Зборови поврзани со работа
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат пријатели
Зборови кои означуваат мажи
Интерпункциски симболи
Оксфордска запирка
Броеви",Искри во ноќта,"Искри во ноќта

Сенки што танцуваат низ копнежот,
фрагменти од стихови што впиваат во душата.
Машкиот глас, полн с' надеж, го шепоти:
„Не јас, туку ние ја обликуваме иднината.""

Нишката на меморијата се плете низ времето,
песната што се лее, расте и се разгранува.
Осаменоста, што како сива мрачнина се враќа,
се топи во светлината на твоите очи, што ми ветуваат.

Зборовите, како стрела во летот, пробиваат низ облаците,
спојувајќи ги сите што чекаат да ги соберат искрите.
Ја гледам твојата тага, што како реченица длабоко се движи,
и барам да ја свртам во бескрај, полн со надеж што не гасне.

Како да ги сонувам часовите што ги скриваме во себе,
среќно обвиткани во допирот на нашите раце.
Сите мојата желби се упатени кон тебе,
во нив ја гледам верноста да те чека секогаш.",708,388,1096,5125,49.202144622802734,0.0028159308287126,0.0,0.0,0
Тодор Чаловски,МОНОЛОГ НА СТАРОСЕДЕЛЕЦОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Зборови поврзани со меморија
Позитивна емоција
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со внимание
Зборови поврзани со љубопитност
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат стекнување
Зборови кои изразуваат недостаток
Зборови кои изразуваат замор
Зборови кои изразуваат болест
Зборови поврзани со ментално здравје
Зборови поврзани со смрт
Зборови поврзани со слободно време
Зборови поврзани со дом
Зборови поврзани со работа
Зборови поврзани со култура
Зборови-полнители (filler words)
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат семејство
Интерпункциски симболи
Оксфордска запирка",Шепот на душата,"Шепот на душата

Во тишината, одгласот пламти,
шепотот на душата што жудно трепти.
Во миговите фрагментирани, газиме низ време,
барајќи одгласи чии што меморија кремти.

Кој ќе ја слушне татканицата на бескрајот,
што со нежност ја пее во призорот, што ни се отвора.
Отворените очи, што видуваат далечни свати,
во замаглена боја, што се надвор од разговорот што зборува.

Додека бродам низ простори негде во длабочината,
стрепејќи за сенките што ја почнуваат егзистенцијата.
Судбината длабоко се сокрива во тавната камена ноќ,
која со тага ја исполнува што ја штеди апсолвентната неистеточност.

Со пријатен збор, ја умируваме нејзината болест,
таа нежно ни враќа со топол крицар на благодарност.
Во слика завиткана - жар на нов почеток,
ја слушаме мелодијата на нашата душа и во неа се населуваме.",719,386,1105,5305,50.575904846191406,0.0005361770146846,0.0,0.0,0
Тодор Чаловски,ТОНИВОДА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Говор за постигнување
Бидување несигурен/колеблив
Увид
Позитивна емоција
Негативна емоција
Тага
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со внимание
Зборови поврзани со привлечност
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Мигови на светлина,"Мигови на светлина

Благоуханиот ветер фрли пуковите на спокојството,
пополнувајќи ги нашите очи со мигови на светлина.
Падот на капките, вечните танцувачки на дождот,
исткајувајќи рамка околу нашата пулсирачка душа.

Твојот смирен глас, мелодија на надежта,
избликнува низ тишината и ја исполнува собата.
Зборовите се искра на сведочење, 
разгорувајќи се во пламен на нежност.

Овој миг на припадност, оваа врска без граници,
чувствувам како ги обгрнува моите чувства. 
Моите раце те бараат, твоите ме пронаоѓаат,
фалејќи ја неизбежната врска меѓу нас.

Роденденот на еден нов ден,
кога сонцето пробива низ утринската измаглица,
отворајќи ги завесите на нашата заедничка приказна,
оживејувајќи ја мувла на минатото со боја на иднината.",475,373,848,5529,31.88075256347656,0.0014460280609275,0.0,0.0,0
Тодор Чаловски,МРАМОРАНИ,"Фигуративен јазик
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сенки на минатото,"Сенки на минатото

Ехо од мрачното минато,
Одекува во срцето мое.
Сенки на изгубени денови,
Што во тага ме потопуваат.

Визии на минато забележано,
Што не може да се избрише.
Тага запечатена во сеќавањето,
Како темел на сегашноста.

Времето што забрзано минува,
Остава трага на неизлечива рана.
Штрафа на животот што се гаси,
Во мрак на судбина обвиткана.

Точка на препелост што не одминува,
Во срце таа непрекинато трепка.
Од солзи искована, авнозлобна,
Поезија на тага неиспеана.",306,255,561,3619,58.606719970703125,0.0017558724770692,0.0,0.0,0
Тодор Чаловски,ЈАДРОРЕЗ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сенки на времето,"Сенки на времето

Во темнина и тага се вткајат,
Сенки од мина што не исчезнуваат.
Зборови што мртви отекнуваат,
Вкочанети во вечната тишина.

Погледот губи, сè се заматува,
Времето стои, застанало во тага.
Кап по кап се стопува животот,
Оставајќи белези на песна за знај.

Тажните слики се сликат пред очи,
Песна за срце што веќе не чука.
Минатото се враќа, исплакано, измачено,
Тага без крај во бескрајот на ова време.",331,225,556,3308,43.92488861083984,0.0034334832114121,0.0,0.0,0
Тодор Чаловски,САМ. ПЛАНИНА ОКОЛУ МЕНЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Бидување несигурен/колеблив
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Сенки на Меморија,"Сенки на Меморија

Во замаглениот простор, тага се излева,
Сени на спомени пулсираат во сегашноста.
Неизвесен ум, блуди низ времето,
Обидувајќи се да фати трага на минатото.

Очите допираат празнотија, 
Шепотот на ноќта се распрснува во внатрешноста.
Миговите како паѓачки листови,
Исчезнуваат во бескрајната тишина.

Под тежината на сите загуби, 
Душата се свиткува, обвиткана во сенки.
Отсуството пулсира како рана,
Жалење за она што веќе не постои.

Времето бледее, оставајќи само блескави сеќавања,
Прашливи остатоци од она што некогаш беше.
Во овој момент на завршување,
Се раѓа нова надеж од пепелта.",361,316,677,4115,38.59510803222656,0.0019870594229234,0.0,0.0,0
Тодор Чаловски,СТРЕИ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Просоцијално однесување
Зборови за комуникација
Индикација на сигурност
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Во Сенките на Спомените,"Во Сенките на Спомените

Низ фрагменти на спомени,
Речениците дишат живот.
Во нив, сигурноста се крие,
Потопувајќи ме во минатото.

Погледот, што ја следи патеката,
Открива слики од давно заминати времиња.
Умови, во комуникација, ја наоѓаат смислата,
Што нуди увид во слоевитоста на живеењето.

Неутрални, термините ја сликаат сцената,
Што ја бојат зборови поврзани со смртта.
Простор, што се протега во миговите од тогаш,
Испреплетен во ткаенината на времето.

Точки, запирки, сè што обележува,
Дозволува да се исплете песна од сенките.
Во неа, споменот оставил свој отпечаток,
Привлекувајќи ме во длабочините на душата.",369,317,686,4463,36.59986114501953,0.0027775067953486,0.0,0.0,0
Тодор Чаловски,ЗАГЛЕДАН НИЗ ПРОЗОРЕЦОТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Морепловец на ветрови,"Морепловец на ветрови

Кроз простори тивки, тишината гута,
јас плутам насамо во темнина облечен.
Минати болки, во сенките се губат,
а сегашноста, далечен сон порашламен.

Во мрак уморен, очи го бараат светлото,
но туд'јашноста, ме гушка со своите клешти.
Движењето бавно, како реч во памет скована,
ме носи кон брегови, каде ридовите се стрмни.

Тука на пат, заматени се контурите,
а морето дива, ме носи во своит' вртлози.
Какви судбини, ме следат во преминот?
Остани додека, среде ноќта, жал не обрози.",384,262,646,4355,82.48580932617188,0.0019251625361889,0.0,0.0,0
