author,song,style_feature_category,extracted_text,time_needed
Владо Урошевиќ,Слобода,Зборови поврзани со дом,"Почитуван корисник,",0.6090121269226074
Владо Урошевиќ,Слобода,Зборови поврзани со работа,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.1612043380737305
Владо Урошевиќ,Слобода,Зборови поврзани со пари,Зборови поврзани со пари – зборови што опишуваат финансии и економија.,1.3997225761413574
Владо Урошевиќ,Слобода,Зборови поврзани со религија,"Одговори со Да или Не. Ако не е присутна, одговори само со НЕ и ништо друго. Оцени го присуството од 0 до 1 на стилот.[/INST]",2.1624059677124023
Владо Урошевиќ,Слобода,Зборови поврзани со политика,"Да, авторот на овој пасус ја содржи особината „Зборови поврзани со политика“. Тој користи зборови како „власт“, „општествени односи“ и „политика“.",2.574871063232422
Владо Урошевиќ,Слобода,Зборови поврзани со култура,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.726574182510376
Владо Урошевиќ,Слобода,Странски зборови,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.71932578086853
Владо Урошевиќ,Слобода,Научни зборови,"Асистентот треба да одговори на прашањето со „Да“ или „Не“, зависно од тоа дали авторот ги содржи овие особини во пасусот.",2.1614766120910645
Владо Урошевиќ,Слобода,Сленг зборови,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.71025276184082
Владо Урошевиќ,Слобода,Сленг од социјални мрежи,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3653039932250977
Владо Урошевиќ,Слобода,Зборови-полнители (filler words),"Да, авторот на овој пасус ја содржи оваа особина. Тој користи зборови-полнители (filler words) за да ја пополни реченицата без да додаде значење.",2.4603500366210938
Владо Урошевиќ,Слобода,Зборови фокусирани на минатото,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.725806713104248
Владо Урошевиќ,Слобода,Зборови фокусирани на сегашноста,Зборови фокусирани на сегашноста – изрази што се однесуваат на моменталното време.,1.4733302593231201
Владо Урошевиќ,Слобода,Зборови фокусирани на иднината,"Асистент, давај одговор на прашањето дали авторот на следниот пасус ја содржи оваа особина. Ако е присутна, одговори со ДА и ништо друго. Ако не е присутна, одговори со НЕ и ништо друго.",3.164458751678467
Владо Урошевиќ,Слобода,Зборови поврзани со време,Дали авторот на овој пасус го содржи стилот „Зборови поврзани со време“? Одговори со Да или Не.,1.7450611591339111
Владо Урошевиќ,Слобода,Погрешно напишани зборови,"Одговори со Да или Не. Ако не знаеш, одговори со Не.",1.057521104812622
Владо Урошевиќ,Слобода,Повторени зборови,"Дали авторот на овој пасус ја содржи особината повторени зборови? Одговор: Да. Оваа особина е присутна во пасусот, бидејќи има повторување на зборовите „прекрасно“ и „сакав“.",3.060291051864624
Владо Урошевиќ,Слобода,Зборови кои изразуваат количина,Дали авторот на овој пасус ја содржи оваа особина? Зборови кои изразуваат количина.,1.6109166145324707
Владо Урошевиќ,Слобода,Зборови кои означуваат семејство,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3711752891540527
Владо Урошевиќ,Слобода,Зборови кои означуваат пријатели,Зборови кои означуваат пријатели – зборови што се однесуваат на пријателски односи.,1.5072262287139893
Владо Урошевиќ,Слобода,Зборови кои означуваат мажи,Зборови кои означуваат мажи – зборови што се однесуваат на машки личности.,1.4363439083099365
Владо Урошевиќ,Слобода,Зборови кои означуваат жени,Особина: Сарказам,0.6102619171142578
Владо Урошевиќ,Слобода,Зборови кои означуваат миленици,"Одговори со Да или Не. Ако одговорот е Да, продолжи со образложение за тоа како авторот ја покажува оваа особина. Ако одговорот е Не, не давај никакво објаснување.",2.7157061100006104
Владо Урошевиќ,Слобода,Зборови кои означуваат социјален статус,"Да, авторот користи зборови што означуваат социјален статус. Ова е пример за тоа: „Тој беше син на богат татко и убава мајка.“ Во овој пример, авторот користи зборови како „богат“ и „убав“ за да ја опише социјалната положба на ликот.",3.9621422290802
Владо Урошевиќ,Слобода,Зборови кои означуваат сиромаштија,Особина: Сарказам,0.6133773326873779
Владо Урошевиќ,Слобода,Зборови кои означуваат богатство,Зборови кои означуваат богатство – зборови што укажуваат на изобилство или финансиска моќ.,1.715667963027954
Владо Урошевиќ,Слобода,Интерпункциски симболи,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.367800712585449
Владо Урошевиќ,Слобода,Составени зборови со цртичка,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.1816399097442627
Владо Урошевиќ,Слобода,Оксфордска запирка,Ви благодариме за вашиот одговор. Ќе го земеме предвид.,1.2362806797027588
Владо Урошевиќ,Слобода,Зборови во загради,"Одговори со Да или Не. Ако е присутна, одговори со Да и ништо друго. Ако не е присутна, одговори само со Не и ништо друго.",2.0555951595306396
Владо Урошевиќ,Слобода,Броеви,"Одговори со Да или Не. Ако не се присутни, одговори само со Не и ништо друго.",1.361741542816162
Владо Урошевиќ,Слобода,Издолжени зборови,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.16329026222229
Кочо Рацин,Копачите,Фигуративен јазик,"Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.358973979949951
Кочо Рацин,Копачите,Сарказам,"Асистентски одговор: Да, авторот на овој пасус ја содржи особината Сарказам. Тој зборува иронично, изразувајќи спротивно од тоа што мисли.",2.508716583251953
Кочо Рацин,Копачите,Фрагмент од реченица,"Ако е присутна, одговори со ДА и ништо повеќе. Ако не е присутна, одговори само со НЕ и ништо друго.",1.8870525360107422
Кочо Рацин,Копачите,Долга реченица (run-on),Долга реченица (run-on) – реченица составена од повеќе мисли без правилна интерпункција или сврзници.,1.7721161842346191
Кочо Рацин,Копачите,Активен глас,Активен глас – конструкција во која подметот ја врши дејството (на пр. „Јас го пишувам писмото“).,1.8380367755889893
Кочо Рацин,Копачите,Пасивен глас,"Почитуван корисник,",0.6335422992706299
Кочо Рацин,Копачите,Грешки во согласување,"Асистент одговара на прашањата поставени од корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",3.9581944942474365
Кочо Рацин,Копачите,Машки заменки,"Ако присуството е 0, одговори со НЕ и ништо друго. Ако присуството е поголемо од 0, одговори со ДА и дај го образложението.",2.160609722137451
Кочо Рацин,Копачите,Женски заменки,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.373037815093994
Кочо Рацин,Копачите,Просоцијално однесување,Дали авторот на овој пасус ја содржи особината Просоцијално однесување?,1.5791912078857422
Кочо Рацин,Копачите,Антисоцијално однесување,"Антисоцијално однесување – јазик кој покажува агресија, непочитување или отфрлање на норми.",1.8755877017974854
Кочо Рацин,Копачите,Бидување љубезен,"Да, авторот на овој пасус ја содржи оваа особина. Бидејќи корисникот се обрати до мене, ќе му дадам детален одговор.",2.2336878776550293
Кочо Рацин,Копачите,Прикажување меѓучовечки конфликт,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.190523386001587
Кочо Рацин,Копачите,Морализирање,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",3.125458002090454
Кочо Рацин,Копачите,Зборови за комуникација,"Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.336206912994385
Кочо Рацин,Копачите,Индикатори за моќ,"Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.33621072769165
Кочо Рацин,Копачите,Говор за постигнување,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.725509166717529
Кочо Рацин,Копачите,Индикација на сигурност,"Во овој дел од анализата, асистентот треба да ги разбере и да ги препознае особините на стилот. Ако е присутна карактеристиката, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",3.7160537242889404
Кочо Рацин,Копачите,Бидување несигурен/колеблив,"Особина: Бидување несигурен/колеблив – зборови што изразуваат сомнеж, несигурност или условност.",1.9111130237579346
Кочо Рацин,Копачите,Увид,"Асистент: Поздрав, како може да помогнам?[/INST]",1.0525941848754883
Кочо Рацин,Копачите,Сè или ништо размислување,"Да, авторот на овој пасус ја содржи особината Сè или ништо размислување. Тој изразува нешто без нијанси, без да ги земе предвид сите можни аспекти на проблемот.",2.7524454593658447
Кочо Рацин,Копачите,Зборови поврзани со меморија,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3917105197906494
Кочо Рацин,Копачите,Позитивна емоција,"Позитивна емоција – зборови што пренесуваат радост, љубов, ентузијазам.",1.542694091796875
Кочо Рацин,Копачите,Негативна емоција,"Ако е присутна, одговори со ДА и проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",1.9542515277862549
Кочо Рацин,Копачите,Анксиозност,"Анксиозност – зборови што изразуваат загриженост, страв или напнатост.",1.4371492862701416
Кочо Рацин,Копачите,Лутинa,"Ако е присутно, одговори со ДА и образложи. Ако не е присутно, одговори само со НЕ.",1.503319501876831
Кочо Рацин,Копачите,Тага,"Особина: Тага – зборови што одразуваат жалост, депресија или меланхолија.",1.502711296081543
Кочо Рацин,Копачите,Пцовки,"Асистентот треба да даде краток одговор за секое прашање, согласно со описот. Ако е присутна особината, тој треба да одговори со ДА и да го наведе примерот. Ако не е присутна, тој треба да одговори само со НЕ.",3.2596957683563232
Кочо Рацин,Копачите,Позитивен тон,"Ако е присутен, одговори со ДА и ништо друго. Ако не е присутен, одговори само со НЕ и ништо друго.",1.7452094554901123
Кочо Рацин,Копачите,Негативен тон,"Да, авторот користи негативен тон во овој пасус. Тој изразува незадоволство и непријатност со употреба на иронија и потсмев.",2.2327778339385986
Кочо Рацин,Копачите,Неутрален тон,"Доколку присуствува особината, одговори со ДА, проследено со образложение. Доколку не присуствува, одговори само со НЕ.",1.9172415733337402
Кочо Рацин,Копачите,Зборови поврзани со аудитивна перцепција,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",3.15132212638855
Кочо Рацин,Копачите,Зборови поврзани со визуелна перцепција,Зборови поврзани со визуелна перцепција – зборови кои опишуваат гледање и слики.,1.6710467338562012
Кочо Рацин,Копачите,Зборови поврзани со просторна перцепција,"Да, авторот на овој пасус ја содржи особината Зборови поврзани со просторна перцепција. Оваа особина е присутна во следниве реченици:",2.2880778312683105
Кочо Рацин,Копачите,Зборови поврзани со перцепција на движење,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.389657974243164
Кочо Рацин,Копачите,Зборови поврзани со внимание,Особина: Сарказам,0.6138789653778076
Кочо Рацин,Копачите,Зборови поврзани со привлечност,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3768270015716553
Кочо Рацин,Копачите,Зборови поврзани со љубопитност,Зборови поврзани со љубопитност – зборови што изразуваат интерес и желба за знаење.,1.685725450515747
Кочо Рацин,Копачите,Зборови поврзани со ризик,Особина: Сарказам,0.611663818359375
Кочо Рацин,Копачите,Зборови поврзани со награда,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.165104389190674
Кочо Рацин,Копачите,Зборови кои изразуваат потреби,"Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.3595130443573
Кочо Рацин,Копачите,Зборови кои изразуваат желби,"Во овој случај, авторот користи активен глас каде што подметот ја извршува дејството. Одговор: Да.",1.8200621604919434
Кочо Рацин,Копачите,Зборови кои изразуваат стекнување,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.1666674613952637
Кочо Рацин,Копачите,Зборови кои изразуваат недостаток,"Стил македонска поезија – Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.",3.16688871383667
Кочо Рацин,Копачите,Зборови кои изразуваат исполнување,"Стилот на овој пасус не е присутен во поезијата, бидејќи тој изразува исполнување. Авторот го користи активниот глас и изразува спротивно од тоа што мисли.",2.6869869232177734
Кочо Рацин,Копачите,Зборови кои изразуваат замор,Тип на стил: Македонска поезија.,0.8548786640167236
Кочо Рацин,Копачите,Зборови кои изразуваат болест,"Активен глас е кога подметот ја извршува дејството. На пример, „Тој јаде овошје.“ е активен глас бидејќи подметот „Тој“ ја извршува дејството „јаде“.",2.8579416275024414
Кочо Рацин,Копачите,Зборови кои изразуваат здравје,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.371433973312378
Кочо Рацин,Копачите,Зборови поврзани со ментално здравје,Зборови поврзани со ментално здравје – зборови што укажуваат на психолошка состојба.,1.704016923904419
Кочо Рацин,Копачите,Зборови поврзани со храна или јадење,"Да, авторот ја содржи оваа особина. Тој користи зборови поврзани со храна или јадење за да ја опише исхраната или актите на јадење.",2.304455041885376
Кочо Рацин,Копачите,Зборови поврзани со смрт,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.165851354598999
Кочо Рацин,Копачите,Зборови поврзани со самоповредување,Зборови поврзани со самоповредување – зборови што опишуваат нанесување штета на себеси.,1.6868836879730225
Кочо Рацин,Копачите,Сексуална содржина,Сексуална содржина – зборови што се однесуваат на секс или еротика.,1.4386889934539795
Кочо Рацин,Копачите,Зборови поврзани со слободно време,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.7272913455963135
Кочо Рацин,Копачите,Зборови поврзани со дом,Стилот на овој пасус е содржан во „Зборови поврзани со дом“. Оваа особина е присутна и се однесува на зборови што се однесуваат на живеалиште и семејство.,2.7491965293884277
Кочо Рацин,Копачите,Зборови поврзани со работа,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.1631784439086914
Кочо Рацин,Копачите,Зборови поврзани со пари,"Ако е присутна, одговори со ДА и проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",1.9575741291046143
Кочо Рацин,Копачите,Зборови поврзани со религија,"Да, авторот на овој пасус ја содржи особината „Зборови поврзани со религија“. Ова е пример за тоа како авторот го користи зборот „Бог“ во поемата „Копачите“ од Едгар Алан По:",3.0628256797790527
Кочо Рацин,Копачите,Зборови поврзани со политика,Зборови поврзани со политика – зборови што опишуваат власт и општествени односи.,1.4738788604736328
Кочо Рацин,Копачите,Зборови поврзани со култура,"Ако е присутна особината, одговори со ДА, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.0278115272521973
Кочо Рацин,Копачите,Странски зборови,"Асистент, дај одговор на прашањето дали авторот на следниот пасус ја содржи оваа особина. Ако е присутна, одогори со ДА и ништо друго. Ако не е присутна, одговори со НЕ и ништо друго.",3.165642499923706
Кочо Рацин,Копачите,Научни зборови,"Дали овој пасус ги содржи следните особини?[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",6.351168394088745
Кочо Рацин,Копачите,Сленг зборови,"Во овој дел треба да напишеш одговори за сите прашања кои се појавуваат во разговорот. Одговорите треба да бидат кратки и јасни, со цел да не го изморат корисникот.",2.674954891204834
Кочо Рацин,Копачите,Сленг од социјални мрежи,Сленг од социјални мрежи – современ интернет сленг и кратенки.,1.196033239364624
Кочо Рацин,Копачите,Зборови-полнители (filler words),"Одговори со Да или Не. Ако не знаеш, одговори со Не.Доколку авторот користи зборови-полнители (filler words), како што се „ех“, „ех ех“, „ммм“, „ух“, „аа“, „уу“ и слично, одговори со Да.",3.360957622528076
Кочо Рацин,Копачите,Зборови фокусирани на минатото,Зборови фокусирани на минатото – изрази што се однесуваат на претходни настани.,1.508819818496704
Кочо Рацин,Копачите,Зборови фокусирани на сегашноста,"Да, присутна е особината зборови фокусирани на сегашноста. Ова значи дека авторот користи зборови и изрази кои се однесуваат на моменталното време. Ова може да вклучува користење на глаголи во сегашно време, императив или други временски форми што ја нагласуваат сегашноста.",4.031242847442627
Кочо Рацин,Копачите,Зборови фокусирани на иднината,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.374401330947876
Кочо Рацин,Копачите,Зборови поврзани со време,"[INST]Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.439048528671265
Кочо Рацин,Копачите,Погрешно напишани зборови,Погрешно напишани зборови – зборови со правописни грешки.,1.1625568866729736
Кочо Рацин,Копачите,Повторени зборови,Дали авторот на овој пасус ја содржи особината повторени зборови?[INST]Повторени зборови – зборови кои се појавуваат повеќепати без причина.,2.5104472637176514
Кочо Рацин,Копачите,Зборови кои изразуваат количина,"Одговори со Да или Не. Ако одговорот е Да, проследено со образложение. Ако одговорот е Не, не давај никакво објаснување.",2.097184896469116
Кочо Рацин,Копачите,Зборови кои означуваат семејство,"Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.344191074371338
Кочо Рацин,Копачите,Зборови кои означуваат пријатели,"Почитувани, овој пасус нема да ја содржи особината „Зборови кои означуваат пријатели“. Оваа особина е присутна во пасусот „Копачите“ од авторот Александар Сергеевич Пушкин.",2.891589879989624
Кочо Рацин,Копачите,Зборови кои означуваат мажи,Зборови кои означуваат мажи – зборови што се однесуваат на машки личности.,1.4370315074920654
Кочо Рацин,Копачите,Зборови кои означуваат жени,Стил македонска поезија – овој стил е карактеристичен за македонската поезија. Одликите на овој стил се:,1.888150691986084
Кочо Рацин,Копачите,Зборови кои означуваат миленици,Зборови кои означуваат миленици – зборови што именуваат домашни животни.,1.4411733150482178
Кочо Рацин,Копачите,Зборови кои означуваат социјален статус,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.166332483291626
Кочо Рацин,Копачите,Зборови кои означуваат сиромаштија,Особина: Сарказам,0.6143183708190918
Кочо Рацин,Копачите,Зборови кои означуваат богатство,Зборови кои означуваат богатство – зборови што укажуваат на изобилство или финансиска моќ.,1.7215518951416016
Кочо Рацин,Копачите,Интерпункциски симболи,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.372652769088745
Кочо Рацин,Копачите,Составени зборови со цртичка,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.1853158473968506
Кочо Рацин,Копачите,Оксфордска запирка,"Да, авторот ја користи оксфордската запирка во стихот. Ова е пример за тоа како да се користи оксфордската запирка: „Тие биле млади, убави и богати.“",2.57279896736145
Кочо Рацин,Копачите,Зборови во загради,"Ако е присутна, одговори со ДА и ништо друго. Ако не е присутна, одговори само со НЕ и ништо друго.",1.8167438507080078
Кочо Рацин,Копачите,Броеви,"Да, присутен е стилот броеви. Во овој пасус авторот користи броеви за да ја изрази количината на нешто. Ова е пример за стилот броеви: „Три часа спиев.“",2.570362091064453
Кочо Рацин,Копачите,Издолжени зборови,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3726840019226074
Видое Подгорец,Убави зборови,Фигуративен јазик,"Ако авторот на пасусот ја содржи оваа особина, одговори со Да. Ако не ја содржи, одговори со Не.",1.844783067703247
Видое Подгорец,Убави зборови,Сарказам,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.745982885360718
Видое Подгорец,Убави зборови,Фрагмент од реченица,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3732872009277344
Видое Подгорец,Убави зборови,Долга реченица (run-on),"[INST]Асистент дава корисни, детални и љубезни одговори на прашањата на корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.394582986831665
Видое Подгорец,Убави зборови,Активен глас,Активен глас – конструкција во која подметот ја врши дејството (на пр. „Јас го пишувам писмото“).,1.8435211181640625
Видое Подгорец,Убави зборови,Пасивен глас,"Во овој случај, авторот користи пасивен глас, каде што подметот ја прима дејството. Ова е пример за пасивен глас.",1.9803669452667236
Видое Подгорец,Убави зборови,Грешки во согласување,"Почитуван корисник, дали авторот на овој пасус ја содржи особината Грешки во согласување?",1.6703555583953857
Видое Подгорец,Убави зборови,Машки заменки,"Асистент, кој дава одговори на прашањата на корисникот. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.1700379848480225
